"","DATA","COLETA","MICROCISTINAS","SAXITOXINAS","CILINDROSPERMOPSINA","Bacillariophyta","Cryptomonas sp.","Cylindrospermopsis raciborskii","Pseudanabaena sp","Aulacoseira granulata","Monoraphidium contortum","Aphanizomenon sp.","Dictyosphaerium sp.","Chroococcales","Planktothrix agardhii","Staurastrum sp.","Scenedesmus sp.","Aphanocapsa sp.","Tetraedron minimum","Geitlerinema sp.","Trachelomonas sp.","Planktolyngbya limnetica","Closterium sp.","Cyclotella sp.","Peridinium sp.","Sem Registro","Dolichospermum sp.","Merismopedia sp.","Desmodesmus sp.","Actinastrum sp.","Coelastrum sp.","Planktolyngbya sp.","Coelastrum pseudomicroporum","Oocystis sp.","Crucigenia sp.","Nephrocytium sp.","Micractinium sp.","Microcystis sp.","Anagnostidinema amphibium","Pseudanabaenaceae","Pseudanabaena cf. acicularis","Synechococcales","Pseudanabaena cf. raphidioides","Cylindrospermopsis phillippinensis","Phormidiaceae","Lagerheimia sp.","Chlorococcales","Coelomoron sp.","Aulacoseira sp.","Tetraedron sp.","Monactinus simplex","Merismopedia tenuissima","Synechocystis sp.","Euglena sp.","Euglenophyta","Botryococcus sp.","Cosmarium sp.","Crucigeniella sp.","Actinochloris sphaerica","Anabaenopsis sp.","Schroederia sp.","Coelastrum microporum","Romeria sp.","Coelastrum reticulatum","Chlamydomonas sp.","Kirchneriella sp.","Isthmochloron lobulatum","Planktothrix sp.","Tetraedron caudatum","Xantophyceae","Crucigenia tetrapedia","Anabaena sp.","Aphanocapsa delicatissima","Phacus sp.","Lagerheimia ciliata","Monoraphidium griffithii","Microcystis aeruginosa","Raphidiopsis sp.","Microcystis brasiliense","Stauridium tetras","Golenkinia sp.","Desmidiaceae","Fitoflagelado","Ankyra sp.","Chlorophyceae","Sphaerocavum sp.","Eucapsis sp.","Tetrastrum sp.","Coelosphaerium sp.","Komvophoron sp.","Scenedesmaceae","Limnococcus sp.","Anabaena/Aphanizomenon sp.","Pannus sp.","Cuspidothrix sp.","Planktothrix isothrix","Ankistrodesmus bibraianus","Microcystis protocystis","Tetrastrum heterocanthum","Cylindrospermopsis/Raphidiopsis sp.","Ankistrodesmus sp.","Cylindrospermopsis catemaco","Lepocinclis sp.","Strombomonas sp.","Tetraplektron sp.","Tetraplektron torsum","Pediastrum duplex","Phormidium sp.","Micractinaceae","Closteriopsis sp.","Dicloster sp.","Volvocales","Centritractus belanophorus","Treubaria sp.","Anathece sp.","Eudorina sp.","Pseudostaurastrum lobulatum","Microcystis panniformis","Paradoxia multiseta","Pseudanabaena mucicola","Quadrigulla sp.","Rhizosolenia sp.","Trachelomonas armata","Epigloesphaera sp.","Ophiocytium sp.","Radiocystis sp.","Snowella sp.","Chlamydophyceae","Euglena acus","Phacus longicauda","Microcystis weisenbergii","Mougeotia sp.","Aphanocapsa spp.","Euastrum sp.","Merismopedia glauca","Nostocaceae","Pediastrum sp.","Pediastrum tetras","Planktolyngbya contorta","Ankistrodesmus spiralis","Arthrospira sp.","Chlorella sp.","Coelastrum cf. microporum","Cuspidothrix issatschenkoi","Euglenophyceae","Staurodesmus sp.","Tetradinium sp.","Tetrallantos sp.","Trichodesmium iwanoffianum","Zygnemaphyceae","Aphanizomenonaceae","Chroococcus sp.","Cryptophyceae","Cymbella sp.","Dinobryon sp.","Dolichospermum spiroides","Geitlerinema splendidum","Golenkinia/Golenkiniopsis sp.","Onychonema sp.","Oscillatoria sp.","Oscillatoriaceae","Oscillatoriales","Pediastrum simplex","Phacus torta","Planktothricoides raciborskii","Planktothricoides sp.","Pseudanabaena galeata","Pseudoanabaena cf. galeata","Spirogyra sp.","Woronichinia sp."
"2010-12-07","2010-12-07","Acude Gaviao","< 0,15","< 0,02","< 0,05",NA,NA,"   11676.00",NA,"     834.00",NA,"    4086.60",NA,NA," 1205964.00",NA,NA,NA,NA,"    1668.00",NA,NA,NA,"      83.40",NA,NA,NA,"   11425.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"     834.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010-12-14","2010-12-14","Acude Gaviao","< 0,15","< 0,02","< 0,05",NA,"      58.40","    5840.00",NA,NA,NA,"    1693.60",NA,NA,"  522096.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    5606.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010-12-21","2010-12-21","Acude Gaviao","< 0,15","","< 0,05",NA,NA,"    7194.00",NA,NA,NA,"     915.60",NA,"    1438.80","  643536.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   22798.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010-12-28","2010-12-28","Acude Gaviao","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010-12-29","2010-12-29","Acude Gaviao","","","","      70.70",NA,"    7070.00",NA,"     282.80",NA,"    4242.00","     848.40",NA,"  941724.00",NA,NA,NA,NA,"     707.00",NA,NA,NA,NA,NA,NA,NA,"    7974.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-01-04","2011-01-04","Acude Gaviao","< 0,15","","< 0,05",NA,NA,"    4112.00",NA,"     102.80",NA,NA,NA,NA,"  882024.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    2261.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    1053.70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-01-11","2011-01-11","Acude Gaviao","< 0,15","","","      67.20",NA,"    4704.00",NA,"     403.20",NA,"     403.20","     268.80",NA,"  701568.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    5241.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-01-13","2011-01-13","Acude Gaviao","","","","     175.20",NA,"   10512.00",NA,"     116.80",NA,NA,"     233.60",NA,"  953088.00",NA,NA,NA,NA,"    1168.00",NA,NA,NA,NA,NA,NA,NA,"   23535.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    2569.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-01-19","2011-01-19","Acude Gaviao","< 0,15","","","     176.80",NA,"    7072.00",NA,NA,NA,"   10961.60",NA,NA," 1060800.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    5657.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-01-26","2011-01-26","Acude Gaviao","< 0,15","< 0,02","< 0,05",NA,NA,"    2855.00",NA,"     114.20",NA,"    1935.60",NA,"    2055.60","  370008.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"   16444.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-02-01","2011-02-01","Acude Gaviao","","","","      83.40","     250.20","    7506.00",NA,"     166.80",NA,"    3919.80","     622.40",NA,"  780624.00",NA,NA,NA,NA,"     834.00",NA,NA,NA,NA,NA,NA,NA,"   61532.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"     750.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-02-08","2011-02-08","Acude Gaviao","","","","      52.60","     736.40","    4208.00",NA,"     315.60",NA,"    4670.80",NA,NA,"  407124.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    8416.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-02-14","2011-02-14","Acude Gaviao","","","",NA,"     132.60","    1326.00",NA,NA,NA,NA,NA,NA,"  891072.00",NA,NA,NA,NA,"    2652.00",NA,NA,NA,NA,NA,NA,NA,"  129948.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-02-15","2011-02-15","Acude Gaviao","< 0,15","< 0,02","< 0,05",NA,NA,"    3400.00",NA,NA,NA,"    2295.00",NA,"     510.00","  795600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"    9843.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-02-21","2011-02-21","Acude Gaviao","","","","      79.60","     318.40","    5572.00",NA,NA,NA,NA,NA,NA,"  735504.00",NA,NA,NA,NA,"    1584.00",NA,NA,"      79.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-02-22","2011-02-22","Acude Gaviao","< 0,15","< 0,02","< 0,05","      60.10","     360.60","    4808.00",NA,NA,NA,NA,NA,"    1202.00","  832986.00",NA,NA,NA,NA,"    1202.00",NA,NA,NA,NA,NA,NA,NA,"   24280.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"     961.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-03-01","2011-03-01","Acude Gaviao","< 0,15","< 0,02","< 0,05",NA,"     134.60",NA,NA,NA,NA,"    1211.40",NA,NA,"  432066.00",NA,NA,NA,NA,NA,"      67.30",NA,"     134.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-03-02",NA,NA,NA,NA,NA,NA,NA,"    3094.00",NA,NA,NA,NA,NA,"     309.40","  289068.00",NA,NA,NA,NA,"    1768.00",NA,NA,NA,NA,NA,NA,NA,"   65000.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-03-09",NA,NA,NA,NA,NA,NA,NA,"     684.00",NA,NA,NA,"     581.40",NA,"    2154.60","  231876.00",NA,NA,NA,NA,NA,NA,NA,NA,"      34.20",NA,NA,NA,"    2736.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-03-10","2011-03-10","Acude Gaviao","< 0,15","< 0,05","< 0,05",NA,NA,"    5334.00",NA,NA,NA,"    2590.80",NA,"    2819.40","  470916.00",NA,NA,NA,NA,"    1524.00",NA,NA,NA,"     152.40",NA,NA,NA,"   23622.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-03-14",NA,NA,NA,NA,NA,NA,"     779.40","    2598.00",NA,NA,"      86.60","     606.20",NA,"    1385.60","  607932.00",NA,NA,NA,NA,"    8660.00",NA,NA,NA,"     259.80",NA,NA,NA,"  392531.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011-03-15","2011-03-15","Acude Gaviao","< 0,15","< 0,02","< 0,05",NA,"      77.60",NA,NA,"      77.60",NA,"     620.80",NA,"     504.40","  253752.00",NA,NA,NA,NA,NA,NA,NA,"      38.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
